antecedents,consequents,support,confidence,lift,ant_class,con_class
"KTDZY0, 0LNUOV",W25EZN,0.004359591100420926,0.3841059602649007,6.0980258894561326,mixed,C
XUZJ74,"8D9SAW, 7BU1V7",0.008343355381840048,0.10081743869209808,6.09670547436215,C,mixed
"8D9SAW, 7BU1V7",XUZJ74,0.008343355381840048,0.5045454545454544,6.096705474362149,mixed,C
XUZJ74,"SMMRK3, KTDZY0",0.013529765484064944,0.16348773841961856,6.092551462001695,C,mixed
"SMMRK3, KTDZY0",XUZJ74,0.013529765484064944,0.5042016806722689,6.092551462001694,mixed,C
"2T1DJM, 7BU1V7",SMMRK3,0.008042693926638604,0.7925925925925926,6.0916532939640975,mixed,C
"Z8KPP8, AKP0A7",KTDZY0,0.004585087191822009,0.5398230088495576,6.091437921742591,mixed,B
"8N10W9, IA7X1P",TNAHD4,0.00864401683704149,0.32857142857142857,6.088181456426582,mixed,A
TNAHD4,"8N10W9, IA7X1P",0.00864401683704149,0.16016713091922008,6.088181456426582,A,mixed
J3FI7N,RAUDQ6,0.005186410102224895,0.2090909090909091,6.0869703600557,A,A
RAUDQ6,J3FI7N,0.005186410102224895,0.15098468271334792,6.086970360055699,A,A
"W25EZN, IA7X1P",56TC1Z,0.004359591100420926,0.2543859649122807,6.086962009339897,mixed,A
56TC1Z,"W25EZN, IA7X1P",0.004359591100420926,0.10431654676258993,6.086962009339897,A,mixed
"XUZJ74, UHYJ3A",SMMRK3,0.0042844257366205655,0.7916666666666666,6.084536876564606,mixed,C
IA7X1P,"8N10W9, XUZJ74",0.011425135297654841,0.22891566265060243,6.07883029122478,C,mixed
"8N10W9, XUZJ74",IA7X1P,0.011425135297654841,0.3033932135728543,6.078830291224779,mixed,C
2OAVPY,"8N10W9, SMMRK3",0.005712567648827421,0.38974358974358975,6.078720654101661,C,mixed
"SMMRK3, Z8KPP8",8D9SAW,0.006163559831629585,0.5061728395061729,6.072248383038885,mixed,B
"6M2FJM, 7BU1V7",SMMRK3,0.00473541791942273,0.7875,6.052512998266898,mixed,C
"XUZJ74, 2OAVPY",SMMRK3,0.00473541791942273,0.7875,6.052512998266898,mixed,C
"W25EZN, O9YFO8",I1KDJ0,0.004134095009019844,0.6321839080459771,6.050773174563798,mixed,A
Q164T6,"8N10W9, SMMRK3",0.0042844257366205655,0.3877551020408163,6.047706773213387,C,mixed
"W25EZN, KTDZY0",XUZJ74,0.007366205652435358,0.5,6.041780199818347,mixed,C
"TBCCF7, AKP0A7",KTDZY0,0.00473541791942273,0.5338983050847458,6.024582740328633,mixed,B
0LNUOV,"SMMRK3, I1KDJ0",0.006689717378232111,0.1679245283018868,6.021746427300006,C,mixed
"SMMRK3, I1KDJ0",0LNUOV,0.006689717378232111,0.23989218328840975,6.021746427300006,mixed,C
"0LNUOV, 7BU1V7",SMMRK3,0.00563740228502706,0.7812500000000001,6.004477180820336,mixed,C
"IA7X1P, 7BU1V7",XUZJ74,0.006013229104028864,0.49689440993788825,6.004253614726308,mixed,C
"8N10W9, KTDZY0",J3FI7N,0.005036079374624173,0.1488888888888889,6.002478114478115,mixed,A
J3FI7N,"8N10W9, KTDZY0",0.005036079374624173,0.20303030303030306,6.002478114478115,A,mixed
"Z8KPP8, I1KDJ0",8D9SAW,0.005111244738424534,0.5,5.99819657348963,mixed,B
"KTDZY0, TNAHD4",8D9SAW,0.005562236921226699,0.5,5.99819657348963,mixed,B
J3FI7N,"8N10W9, WRRW1W",0.008042693926638604,0.3242424242424243,5.991279461279461,A,mixed
"8N10W9, WRRW1W",J3FI7N,0.008042693926638604,0.14861111111111108,5.99127946127946,mixed,A
"0LNUOV, AKP0A7",W25EZN,0.004585087191822009,0.3765432098765432,5.9779604584696076,mixed,C
"XUZJ74, AKP0A7",IA7X1P,0.005336740829825617,0.2983193277310925,5.977169180925383,mixed,C
IA7X1P,"XUZJ74, AKP0A7",0.005336740829825617,0.10692771084337349,5.977169180925382,C,mixed
"8D9SAW, IA7X1P",XUZJ74,0.006539386650631389,0.4943181818181817,5.973123606638592,mixed,C
"Z8KPP8, 7BU1V7",SMMRK3,0.004434756464221287,0.7763157894736842,5.966554167046733,mixed,C
AB9XBU,"8N10W9, XUZJ74",0.004134095009019844,0.22448979591836737,5.961301886023872,B,mixed
"8N10W9, XUZJ74",AB9XBU,0.004134095009019844,0.1097804391217565,5.961301886023872,mixed,B
"SMMRK3, V7JUQL",XUZJ74,0.004960914010823813,0.49253731343283585,5.9516043759404615,mixed,C
"WRRW1W, 56TC1Z",KTDZY0,0.00661455201443175,0.5269461077844313,5.946133178934753,mixed,B
"Z8KPP8, AKP0A7",8D9SAW,0.004209260372820205,0.49557522123893816,5.945115187883528,mixed,B
"XUZJ74, JEGRCL",KTDZY0,0.004509921828021648,0.5263157894736843,5.939020579438418,mixed,B
56TC1Z,5P2MVG,0.004209260372820205,0.10071942446043167,5.929076208060102,A,A
5P2MVG,56TC1Z,0.004209260372820205,0.24778761061946908,5.929076208060102,A,A
"XUZJ74, 56TC1Z",KTDZY0,0.0046602525556223694,0.5254237288135594,5.928954442863099,mixed,B
O9YFO8,"8D9SAW, SMMRK3",0.004509921828021648,0.18404907975460125,5.914466079843515,A,mixed
"8D9SAW, SMMRK3",O9YFO8,0.004509921828021648,0.1449275362318841,5.914466079843515,mixed,A
"G8ASPE, SMMRK3",XUZJ74,0.005036079374624173,0.48905109489051096,5.909478443617945,mixed,C
"KTDZY0, I1KDJ0",7BU1V7,0.006764882742032472,0.3135888501742161,5.909328700733387,mixed,C
7BU1V7,"KTDZY0, I1KDJ0",0.006764882742032472,0.1274787535410765,5.9093287007333855,C,mixed
"8D9SAW, KTDZY0",XUZJ74,0.008193024654239326,0.48878923766816135,5.906314276055602,mixed,C
Z8KPP8,"KTDZY0, AKP0A7",0.004585087191822009,0.10645724258289706,5.90127981384526,B,mixed
"KTDZY0, AKP0A7",Z8KPP8,0.004585087191822009,0.25416666666666665,5.9012798138452585,mixed,B
2OAVPY,7BU1V7,0.004585087191822009,0.3128205128205128,5.894850003631873,C,C
KUFVRI,"1ENECA, 2T1DJM",0.013454600120264582,0.13458646616541353,5.88992876929165,B,mixed
"1ENECA, 2T1DJM",KUFVRI,0.013454600120264582,0.5888157894736842,5.889928769291649,mixed,B
U95NWB,"KTDZY0, AKP0A7",0.004810583283223091,0.10613598673300166,5.8834715312327255,B,mixed
"KTDZY0, AKP0A7",U95NWB,0.004810583283223091,0.26666666666666666,5.8834715312327255,mixed,B
"IA7X1P, 56TC1Z",KTDZY0,0.004585087191822009,0.5213675213675214,5.883183633819766,mixed,B
"8N10W9, 1ENECA",8D9SAW,0.005411906193625977,0.489795918367347,5.875784398520454,mixed,B
ZRCYSH,56TC1Z,0.013003607937462417,0.24539007092198584,5.871707740190827,A,A
56TC1Z,ZRCYSH,0.013003607937462417,0.31115107913669066,5.871707740190826,A,A
"XUZJ74, TNAHD4",8D9SAW,0.004585087191822009,0.4880000000000001,5.85423985572588,mixed,B
"8N10W9, Z8KPP8",JEGRCL,0.005336740829825617,0.3227272727272727,5.849541738915035,mixed,A
"WRRW1W, Z8KPP8",JEGRCL,0.004509921828021648,0.3225806451612903,5.846884064340336,mixed,A
"5P2MVG, XUZJ74",SMMRK3,0.004058929645219483,0.76056338028169,5.845485390680303,mixed,C
"SMMRK3, TNAHD4",IA7X1P,0.005261575466025256,0.2916666666666667,5.843875502008032,mixed,C
IA7X1P,"SMMRK3, TNAHD4",0.005261575466025256,0.10542168674698796,5.843875502008032,C,mixed
"8D9SAW, KTDZY0",IA7X1P,0.004885748647023452,0.2914798206278027,5.8401318277594685,mixed,C
"8D9SAW, KTDZY0",W25EZN,0.006163559831629585,0.3677130044843049,5.837773044939371,mixed,C
V7JUQL,"8D9SAW, XUZJ74",0.004209260372820205,0.10486891385767792,5.837556610721955,C,mixed
"8D9SAW, XUZJ74",V7JUQL,0.004209260372820205,0.2343096234309624,5.837556610721955,mixed,C
"SMMRK3, AKP0A7",U95NWB,0.006915213469633193,0.26436781609195403,5.832751949066926,mixed,B
U95NWB,"SMMRK3, AKP0A7",0.006915213469633193,0.15257048092868988,5.8327519490669255,B,mixed
5P2MVG,"XUZJ74, SMMRK3",0.004058929645219483,0.23893805309734514,5.832719006251522,A,mixed
XUZJ74,"IA7X1P, SMMRK3",0.009245339747444377,0.11171662125340599,5.8285408986482885,C,mixed
"IA7X1P, SMMRK3",XUZJ74,0.009245339747444377,0.4823529411764706,5.828540898648288,mixed,C
"8D9SAW, AKP0A7",JEGRCL,0.00473541791942273,0.3214285714285714,5.82600233553912,mixed,A
"KTDZY0, Z8KPP8",8D9SAW,0.0046602525556223694,0.484375,5.8107529305680785,mixed,B
"XUZJ74, LXJQVG",SMMRK3,0.005336740829825617,0.7553191489361702,5.805179640350554,mixed,C
"8N10W9, G8ASPE",JEGRCL,0.004209260372820205,0.32,5.8001089918256135,mixed,A
"XUZJ74, 7BU1V7",AKP0A7,0.008719182200841852,0.3717948717948718,5.79877957134698,mixed,A
AKP0A7,"XUZJ74, 7BU1V7",0.008719182200841852,0.13599062133645953,5.798779571346979,A,mixed
7BU1V7,"AKP0A7, I1KDJ0",0.006313890559230307,0.11898016997167138,5.798213118326433,C,mixed
"AKP0A7, I1KDJ0",7BU1V7,0.006313890559230307,0.3076923076923077,5.798213118326433,mixed,C
"XUZJ74, 7BU1V7",SMMRK3,0.017663860493084788,0.7532051282051282,5.78893184612422,mixed,C
SMMRK3,"XUZJ74, 7BU1V7",0.017663860493084788,0.13575967648757944,5.78893184612422,C,mixed
XUZJ74,"2T1DJM, SMMRK3",0.009320505111244739,0.11262488646684833,5.78517949635116,C,mixed
"2T1DJM, SMMRK3",XUZJ74,0.009320505111244739,0.4787644787644788,5.785179496351159,mixed,C
Z8KPP8,"8D9SAW, I1KDJ0",0.005111244738424534,0.118673647469459,5.783275479610559,B,mixed
"8D9SAW, I1KDJ0",Z8KPP8,0.005111244738424534,0.24908424908424912,5.783275479610559,mixed,B
WGHG3L,"8N10W9, W25EZN",0.00841852074564041,0.19377162629757788,5.780129408661381,A,mixed
"8N10W9, W25EZN",WGHG3L,0.00841852074564041,0.25112107623318386,5.780129408661381,mixed,A
W25EZN,"8D9SAW, XUZJ74",0.006539386650631389,0.10381861575178998,5.779091481011775,C,mixed
"8D9SAW, XUZJ74",W25EZN,0.006539386650631389,0.36401673640167365,5.779091481011774,mixed,C
WGHG3L,"IA7X1P, SMMRK3",0.004810583283223091,0.11072664359861592,5.776891240925437,A,mixed
"IA7X1P, SMMRK3",WGHG3L,0.004810583283223091,0.25098039215686274,5.776891240925436,mixed,A
"TBCCF7, I1KDJ0",AKP0A7,0.004058929645219483,0.3698630136986301,5.768648926432093,mixed,A
"8N10W9, 5P2MVG",XUZJ74,0.0046602525556223694,0.4769230769230769,5.762928805980577,mixed,C
"RAUDQ6, KTDZY0",I1KDJ0,0.005111244738424534,0.6017699115044248,5.759674030686955,mixed,A
"RAUDQ6, SMMRK3",XUZJ74,0.005111244738424534,0.4755244755244756,5.746028721505561,mixed,C
"KTDZY0, O9YFO8",I1KDJ0,0.004058929645219483,0.5999999999999999,5.742733812949639,mixed,A
"8N10W9, Z8KPP8",AKP0A7,0.006088394467829225,0.36818181818181817,5.74242779494831,mixed,A
"8N10W9, V7JUQL",7BU1V7,0.004509921828021648,0.30456852791878175,5.7393480105261645,mixed,C
"8D9SAW, I1KDJ0",7BU1V7,0.006238725195429946,0.30402930402930406,5.72918677167969,mixed,C
7BU1V7,"8D9SAW, I1KDJ0",0.006238725195429946,0.11756373937677053,5.729186771679689,C,mixed
"W25EZN, IA7X1P",JEGRCL,0.005411906193625977,0.3157894736842105,5.72379176824896,mixed,A
Z8KPP8,"WRRW1W, JEGRCL",0.004509921828021648,0.10471204188481678,5.7093811689983704,B,mixed
"WRRW1W, JEGRCL",Z8KPP8,0.004509921828021648,0.2459016393442623,5.70938116899837,mixed,B
"J3FI7N, SMMRK3",XUZJ74,0.004509921828021648,0.4724409448818898,5.708768692741746,mixed,C
"W25EZN, TNAHD4",8D9SAW,0.005186410102224895,0.4758620689655173,5.7086284630453035,mixed,B
"8N10W9, 0LNUOV",W25EZN,0.006539386650631389,0.359504132231405,5.707449851081876,mixed,C
W25EZN,"8N10W9, 0LNUOV",0.006539386650631389,0.10381861575178998,5.707449851081876,C,mixed
"U95NWB, AKP0A7",JEGRCL,0.004058929645219483,0.313953488372093,5.6905139091312344,mixed,A
"G8ASPE, XUZJ74",KTDZY0,0.004434756464221287,0.5042735042735043,5.69029236713715,mixed,B
"XUZJ74, JEGRCL",8D9SAW,0.004058929645219483,0.47368421052631576,5.682502016990175,mixed,B
"SMMRK3, LXJQVG",XUZJ74,0.005336740829825617,0.4701986754966888,5.681674095193413,mixed,C
"J3FI7N, WRRW1W",KTDZY0,0.006163559831629585,0.5030674846625768,5.676683474088992,mixed,B
"0LNUOV, I1KDJ0",W25EZN,0.004810583283223091,0.3575418994413408,5.676297649364676,mixed,C
"WRRW1W, Z8KPP8",7BU1V7,0.004209260372820205,0.3010752688172043,5.673520363093607,mixed,C
"IA7X1P, WRRW1W",XUZJ74,0.005787733012627781,0.4695121951219512,5.673378968122106,mixed,C
"W25EZN, KTDZY0",7BU1V7,0.004434756464221287,0.30102040816326525,5.672486558362721,mixed,C
"JEGRCL, TNAHD4",AKP0A7,0.006915213469633193,0.3636363636363637,5.671533624640308,mixed,A
AKP0A7,"JEGRCL, TNAHD4",0.006915213469633193,0.10785463071512309,5.671533624640307,A,mixed
"8N10W9, 2OAVPY",SMMRK3,0.005712567648827421,0.7378640776699029,5.6710246616524485,mixed,C
"XUZJ74, QVFB0Q",SMMRK3,0.004209260372820205,0.7368421052631579,5.663170056857916,mixed,C
"8N10W9, JEGRCL",AKP0A7,0.010147324113048707,0.36290322580645157,5.66009908104224,mixed,A
AKP0A7,"8N10W9, JEGRCL",0.010147324113048707,0.15826494724501755,5.66009908104224,A,mixed
"KTDZY0, 7BU1V7",SMMRK3,0.009846662657847264,0.7359550561797752,5.656352436404235,mixed,C
IA7X1P,"8N10W9, 7BU1V7",0.007892363199037883,0.15813253012048192,5.655363389040031,C,mixed
"8N10W9, 7BU1V7",IA7X1P,0.007892363199037883,0.282258064516129,5.65536338904003,mixed,C
"J3FI7N, 7BU1V7",WRRW1W,0.004058929645219483,0.8709677419354838,5.655126812449817,mixed,A
"W25EZN, IA7X1P",WGHG3L,0.004209260372820205,0.2456140350877193,5.653372184787228,mixed,A
"8N10W9, IA7X1P",7BU1V7,0.007892363199037883,0.3,5.653257790368271,mixed,C
7BU1V7,"8N10W9, IA7X1P",0.007892363199037883,0.14872521246458922,5.653257790368271,C,mixed
"DGAONE, 7BU1V7",SMMRK3,0.004585087191822009,0.7349397590361446,5.648549135884961,mixed,C
"W25EZN, XUZJ74",KTDZY0,0.007366205652435358,0.5,5.642069550466497,mixed,B
"JEGRCL, I1KDJ0",AKP0A7,0.005111244738424534,0.3617021276595745,5.641365892594347,mixed,A
"G8ASPE, WRRW1W",1ENECA,0.005562236921226699,0.3425925925925926,5.640905757242391,mixed,A
AKP0A7,"8N10W9, U95NWB",0.009921828021647625,0.1547479484173505,5.640456728066935,A,mixed
"8N10W9, U95NWB",AKP0A7,0.009921828021647625,0.36164383561643837,5.640456728066935,mixed,A
"XUZJ74, KTDZY0",IA7X1P,0.006389055923030668,0.2814569536423841,5.639312215750419,mixed,C
IA7X1P,"XUZJ74, KTDZY0",0.006389055923030668,0.12801204819277107,5.639312215750418,C,mixed
TNAHD4,"8N10W9, 8D9SAW",0.012026458208057728,0.22284122562674097,5.636273128779776,A,mixed
"8N10W9, 8D9SAW",TNAHD4,0.012026458208057728,0.30418250950570347,5.636273128779776,mixed,A
"XUZJ74, V7JUQL",SMMRK3,0.004960914010823813,0.7333333333333333,5.636202580396688,mixed,C
IA7X1P,"JEGRCL, TNAHD4",0.005336740829825617,0.10692771084337349,5.622791561502929,C,mixed
"JEGRCL, TNAHD4",IA7X1P,0.005336740829825617,0.2806324110671937,5.622791561502929,mixed,C
"XUZJ74, IA7X1P",AKP0A7,0.005336740829825617,0.3604060913705584,5.621151980766599,mixed,A
"8D9SAW, TNAHD4",U95NWB,0.004209260372820205,0.2545454545454545,5.616041007085783,mixed,B
RAUDQ6,"8N10W9, AKP0A7",0.0075917017438364405,0.22100656455142234,5.611204837389548,A,mixed
"8N10W9, AKP0A7",RAUDQ6,0.0075917017438364405,0.19274809160305345,5.611204837389547,mixed,A
TBCCF7,"8N10W9, RAUDQ6",0.005036079374624173,0.11921708185053381,5.60446663229506,C,mixed
"8N10W9, RAUDQ6",TBCCF7,0.005036079374624173,0.2367491166077739,5.60446663229506,mixed,C
"8D9SAW, KTDZY0",AKP0A7,0.006013229104028864,0.35874439461883406,5.595234966012858,mixed,A
"QVFB0Q, SMMRK3",XUZJ74,0.004209260372820205,0.46280991735537197,5.592391589914504,mixed,C
"IA7X1P, KTDZY0",AKP0A7,0.004058929645219483,0.3576158940397351,5.577634061318447,mixed,A
U95NWB,"8D9SAW, I1KDJ0",0.005186410102224895,0.1144278606965174,5.5763672480090385,B,mixed
"8D9SAW, I1KDJ0",U95NWB,0.005186410102224895,0.25274725274725274,5.5763672480090385,mixed,B
"SMMRK3, TNAHD4",7BU1V7,0.005336740829825617,0.29583333333333334,5.574740321057601,mixed,C
7BU1V7,"SMMRK3, TNAHD4",0.005336740829825617,0.10056657223796034,5.574740321057601,C,mixed
"IA7X1P, WRRW1W",KTDZY0,0.006088394467829225,0.49390243902439024,5.5732638242412955,mixed,B
"8N10W9, NJVZEL",7BU1V7,0.004134095009019844,0.2956989247311828,5.572207499466935,mixed,C
"W25EZN, I1KDJ0",AKP0A7,0.005261575466025256,0.35714285714285715,5.5702562384860155,mixed,A
"8N10W9, RAUDQ6",AKP0A7,0.0075917017438364405,0.3568904593639577,5.56631966163903,mixed,A
AKP0A7,"8N10W9, RAUDQ6",0.0075917017438364405,0.11840562719812427,5.56631966163903,A,mixed
"8N10W9, KTDZY0",RAUDQ6,0.006464221286831029,0.19111111111111112,5.563549720398736,mixed,A
RAUDQ6,"8N10W9, KTDZY0",0.006464221286831029,0.18818380743982493,5.563549720398735,A,mixed
"XUZJ74, I1KDJ0",SMMRK3,0.010823812387251955,0.7236180904522613,5.5615338390392175,mixed,C
"SMMRK3, LXJQVG",8D9SAW,0.005261575466025256,0.4635761589403974,5.561241856215552,mixed,B
"8N10W9, AKP0A7",U95NWB,0.009921828021647625,0.2519083969465649,5.557859557175953,mixed,B
U95NWB,"8N10W9, AKP0A7",0.009921828021647625,0.21890547263681592,5.557859557175952,B,mixed
"G8ASPE, KTDZY0",1ENECA,0.004359591100420926,0.3372093023255814,5.552268017499424,mixed,A
"SMMRK3, O9YFO8",I1KDJ0,0.004359591100420926,0.58,5.551309352517985,mixed,A
"WRRW1W, TNAHD4",AKP0A7,0.00563740228502706,0.35545023696682465,5.543856919820205,mixed,A
"LXJQVG, I1KDJ0",KTDZY0,0.004209260372820205,0.4912280701754386,5.543085874142523,mixed,B
"8D9SAW, I1KDJ0",AKP0A7,0.007291040288634997,0.3553113553113553,5.541690821878395,mixed,A
AKP0A7,"8D9SAW, I1KDJ0",0.007291040288634997,0.1137162954279015,5.541690821878394,A,mixed
O9YFO8,"8N10W9, 2T1DJM",0.005261575466025256,0.21472392638036814,5.536215342179104,A,mixed
"8N10W9, 2T1DJM",O9YFO8,0.005261575466025256,0.1356589147286822,5.536215342179104,mixed,A
"WRRW1W, 7BU1V7",Z8KPP8,0.004209260372820205,0.23829787234042554,5.532835765474732,mixed,B
"G8ASPE, 1ENECA",KUFVRI,0.005111244738424534,0.5528455284552846,5.530117977871508,mixed,B
"7BU1V7, I1KDJ0",W25EZN,0.004810583283223091,0.34782608695652173,5.522050430631939,mixed,C
"7BU1V7, I1KDJ0",KTDZY0,0.006764882742032472,0.4891304347826087,5.51941586458679,mixed,B
"SMMRK3, TNAHD4",U95NWB,0.004509921828021648,0.25,5.51575456053068,mixed,B
"WRRW1W, TNAHD4",8D9SAW,0.007291040288634997,0.4597156398104265,5.514929550980987,mixed,B
"SMMRK3, 56TC1Z",ZRCYSH,0.004359591100420926,0.2914572864321608,5.500067714458819,mixed,A
5P2MVG,WGHG3L,0.004058929645219483,0.23893805309734514,5.499709097590103,A,A
"IA7X1P, TNAHD4",8D9SAW,0.005336740829825617,0.4580645161290323,5.4951220221646935,mixed,B
"U95NWB, JEGRCL",8D9SAW,0.005336740829825617,0.4580645161290323,5.4951220221646935,mixed,B
RAUDQ6,"SMMRK3, I1KDJ0",0.005261575466025256,0.15317286652078776,5.49275422154329,A,mixed
"SMMRK3, I1KDJ0",RAUDQ6,0.005261575466025256,0.1886792452830189,5.49275422154329,mixed,A
"SMMRK3, 7BU1V7",AKP0A7,0.01127480457005412,0.35211267605633806,5.491801925267903,mixed,A
AKP0A7,"SMMRK3, 7BU1V7",0.01127480457005412,0.17584994138335286,5.491801925267903,A,mixed
"SMMRK3, WGHG3L",KTDZY0,0.005487071557426338,0.48666666666666664,5.491614362454056,mixed,B
"J3FI7N, XUZJ74",SMMRK3,0.004509921828021648,0.7142857142857143,5.489807708178592,mixed,C
"W25EZN, 8D9SAW",TNAHD4,0.005186410102224895,0.29613733905579404,5.487202171028251,mixed,A
UHYJ3A,"WRRW1W, SMMRK3",0.004134095009019844,0.19503546099290783,5.485733135411513,A,mixed
"WRRW1W, SMMRK3",UHYJ3A,0.004134095009019844,0.11627906976744186,5.485733135411513,mixed,A
"SMMRK3, KTDZY0",0LNUOV,0.005862898376428142,0.2184873949579832,5.484445853813224,mixed,C
0LNUOV,"SMMRK3, KTDZY0",0.005862898376428142,0.1471698113207547,5.484445853813223,C,mixed
"7BU1V7, V7JUQL",SMMRK3,0.0046602525556223694,0.7126436781609196,5.477187460573584,mixed,C
"8N10W9, KTDZY0",IA7X1P,0.009245339747444377,0.2733333333333333,5.476546184738956,mixed,C
IA7X1P,"8N10W9, KTDZY0",0.009245339747444377,0.18524096385542166,5.476546184738955,C,mixed
RAUDQ6,"8N10W9, 2T1DJM",0.007291040288634997,0.212253829321663,5.472528963750785,A,mixed
"8N10W9, 2T1DJM",RAUDQ6,0.007291040288634997,0.187984496124031,5.472528963750785,mixed,A
"8N10W9, 0LNUOV",U95NWB,0.004509921828021648,0.2479338842975207,5.470169812096543,mixed,B
"8N10W9, AKP0A7",7BU1V7,0.011425135297654841,0.29007633587786263,5.466254352010035,mixed,C
7BU1V7,"8N10W9, AKP0A7",0.011425135297654841,0.21529745042492918,5.466254352010034,C,mixed
"8N10W9, U95NWB",JEGRCL,0.008268190018039688,0.30136986301369867,5.4624314135343965,mixed,A
JEGRCL,"8N10W9, U95NWB",0.008268190018039688,0.14986376021798367,5.4624314135343965,A,mixed
"XUZJ74, JEGRCL",SMMRK3,0.006088394467829225,0.7105263157894737,5.460913983398704,mixed,C
"SMMRK3, TNAHD4",AKP0A7,0.006313890559230307,0.35,5.458851113716294,mixed,A
"8N10W9, 8D9SAW",U95NWB,0.009771497294046904,0.2471482889733841,5.452837208129191,mixed,B
U95NWB,"8N10W9, 8D9SAW",0.009771497294046904,0.21558872305140964,5.45283720812919,B,mixed
W25EZN,IA7X1P,0.017137702946482262,0.27207637231503584,5.451361532047043,C,C
IA7X1P,W25EZN,0.017137702946482262,0.3433734939759036,5.451361532047042,C,C
"U95NWB, I1KDJ0",8D9SAW,0.005186410102224895,0.4539473684210526,5.4457310996155845,mixed,B
"RAUDQ6, I1KDJ0",KTDZY0,0.005111244738424534,0.4822695035460993,5.4419961621520825,mixed,B
"7BU1V7, AKP0A7",SMMRK3,0.01127480457005412,0.7075471698113208,5.438017069422191,mixed,C
"U95NWB, JEGRCL",AKP0A7,0.004058929645219483,0.34838709677419355,5.433695117800552,mixed,A
"7BU1V7, I1KDJ0",SMMRK3,0.009771497294046904,0.7065217391304348,5.430135885263608,mixed,C
XUZJ74,"W25EZN, SMMRK3",0.009921828021647625,0.11989100817438693,5.425272016163414,C,mixed
"W25EZN, SMMRK3",XUZJ74,0.009921828021647625,0.4489795918367347,5.425272016163413,mixed,C
"IA7X1P, 7BU1V7",AKP0A7,0.004209260372820205,0.3478260869565218,5.424945206177685,mixed,A
Z8KPP8,"8D9SAW, WRRW1W",0.006163559831629585,0.14310645724258292,5.424183211268727,B,mixed
"8D9SAW, WRRW1W",Z8KPP8,0.006163559831629585,0.23361823361823364,5.424183211268727,mixed,B
"IA7X1P, WRRW1W",1ENECA,0.004058929645219483,0.3292682926829268,5.421516541898091,mixed,A
"XUZJ74, TNAHD4",KTDZY0,0.004509921828021648,0.4800000000000001,5.416386768447838,mixed,B
"7BU1V7, I1KDJ0",8D9SAW,0.006238725195429946,0.45108695652173914,5.411416473909123,mixed,B
5P2MVG,TNAHD4,0.004960914010823813,0.29203539823008856,5.411196292553062,A,A
"2T1DJM, AKP0A7",7BU1V7,0.004509921828021648,0.2870813397129187,5.409816067338061,mixed,C
"1ENECA, WRRW1W",1JT1XB,0.00563740228502706,0.22058823529411767,5.394679930795848,mixed,B
1JT1XB,"1ENECA, WRRW1W",0.00563740228502706,0.13786764705882354,5.3946799307958475,B,mixed
"W25EZN, WRRW1W",0LNUOV,0.004134095009019844,0.21484375000000003,5.3929834905660385,mixed,C
0LNUOV,"W25EZN, WRRW1W",0.004134095009019844,0.10377358490566038,5.392983490566038,C,mixed
"O9YFO8, I1KDJ0",KTDZY0,0.004058929645219483,0.4778761061946903,5.392420455313112,mixed,B
"8N10W9, Z8KPP8",TNAHD4,0.004810583283223091,0.2909090909090909,5.390326664978476,mixed,A
IA7X1P,"SMMRK3, KTDZY0",0.0072158749248346366,0.14457831325301204,5.387870810974992,C,mixed
"SMMRK3, KTDZY0",IA7X1P,0.0072158749248346366,0.2689075630252101,5.3878708109749915,mixed,C
"XUZJ74, KTDZY0",AKP0A7,0.007817197835237523,0.34437086092715236,5.371055022010357,mixed,A
AKP0A7,"XUZJ74, KTDZY0",0.007817197835237523,0.1219226260257913,5.371055022010356,A,mixed
"8D9SAW, KTDZY0",JEGRCL,0.004960914010823813,0.2959641255605381,5.364450581004631,mixed,A
"KTDZY0, I1KDJ0",TBCCF7,0.004885748647023452,0.22648083623693385,5.361389760313466,mixed,C
TBCCF7,"KTDZY0, I1KDJ0",0.004885748647023452,0.11565836298932385,5.3613897603134655,C,mixed
"J3FI7N, KTDZY0",I1KDJ0,0.004209260372820205,0.5599999999999999,5.35988489208633,mixed,A
"J3FI7N, I1KDJ0",KTDZY0,0.004209260372820205,0.47457627118644075,5.355184658069896,mixed,B
AKP0A7,"8N10W9, XUZJ74",0.012928442573662057,0.20164126611957792,5.354561685538652,A,mixed
"8N10W9, XUZJ74",AKP0A7,0.012928442573662057,0.343313373253493,5.354561685538652,mixed,A
"XUZJ74, TNAHD4",SMMRK3,0.006539386650631389,0.6960000000000001,5.34926863084922,mixed,C
"8D9SAW, U95NWB",TNAHD4,0.004209260372820205,0.288659793814433,5.348648881486374,mixed,A
XUZJ74,7BU1V7,0.02345159350571257,0.28337874659400547,5.340043689357859,C,C
7BU1V7,XUZJ74,0.02345159350571257,0.44192634560906513,5.3400436893578584,C,C
U95NWB,"8N10W9, 7BU1V7",0.006764882742032472,0.1492537313432836,5.337826994061949,B,mixed
"8N10W9, 7BU1V7",U95NWB,0.006764882742032472,0.24193548387096775,5.337826994061949,mixed,B
"XUZJ74, TBCCF7",SMMRK3,0.006313890559230307,0.6942148760330579,5.3355486486099375,mixed,C
"J3FI7N, SMMRK3",KTDZY0,0.004509921828021648,0.4724409448818898,5.331089339023462,mixed,B
"G8ASPE, WRRW1W",KTDZY0,0.007666867107636801,0.47222222222222227,5.328621242107247,mixed,B
